zip,neighborhood,price,period,type,beds,baths,parking,description
96792,Waianae Coast,"$1,600 ",,Single Family,,,,"Big yard, 3 bed, 2 bath, includes water/elec. $1600 KFG Properties, Inc. 456-8188, 383-7986 More Details"
96707,Kapolei,,,Business And Industrials,,,,"KAPOLEI- Open Yard Storage. Paved, fenced & gated. Frm .25/ft up to 40,000 sf. 224-4000 More Details"
96792,Waianae Coast,$900 ,,Single Family,2,1,,"Makaha Duplex 2/1, carport, water incl. $900. Solid Foundation, R.E.C. David Mayeda,R 225-8830 More Details"
96813,Honolulu,,,Business And Industrials,,,,"Halawa: New, 7 bays remaining. Sizes from 2568 SF. 62 park stalls. Hi-cube, wired for security. Karen Taniyama (B) 522-5991Sofos Realty Corp More Details"
96822,Manoa,"$1,925 ",,Apartment/Coop/Loft,2,2,1,"Kings Gate 2/2/1 cov'd prkg, pool, $1925 incl util. 488-1070, 583-1556 VM Shirley Onishi Realtor, LLC. More Details"
96813,Honolulu,,,Business And Industrials,,,,"Waipahu: rents reduced. 2 spaces left, 5000 sf & 10,000 sf. Hi-cube, yard. Karen Taniyama (B) 522-5991Sofos Realty Corp More Details"
96701,Aiea,"$1,550 ",,Single Family,2,2,1,"Harbor Pointe 2/2/1 2 story, wd, dw, lanai, inclds wtr! $1550. Cornerstone Properties 484-1211 More Details"
96822,Punahou,$825 ,,Apartment/Coop/Loft,,,,"PUNAHOU GARDENS studio, sec, salt water pool #5512 $825 incl Util More Details"
96819,Kalihi,,,Business And Industrials,,,,"KAPALAMA/KAKAAKO Various Industrial Spaces 850 to 24,227 sf Great Deals! 808.521.1200 www.cbre.com/hawaii More Details"
96822,Manoa,"$1,100 ",,Apartment/Coop/Loft,1,1,,"Punahou (1019)1/1 $1100 walkup; prkg lndry, utils, no pets King Street Properties 721-2040 More Details"
96822,Punahou,$950 ,,Apartment/Coop/Loft,1,1,1,"Spreckles St. West 1/1/1, 4th flr wlkup, lnai, incl water! $950 Cornerstone Prop. 484-1211 More Details"
96813,Honolulu,,,Offices,,,,"Lawyers Bldg. 300-1500sf Prkg avail. Acrs Circuit Court David R Sato (PB) Spectrum Investments, Inc. 478-3976 More Details"
96750,Kealakekua,$1 ,,Offices,,,,"KAKAAKO 1050 Queen St. apprx 15,000 sf, grnd level, $1.00 psf, 0.80 CAM. HAPI 589-1845 x14 More Details"
96825,Hawaii Kai,"$2,200 ",,Single Family,3,2,2,"Kalamaku'u - 3/2/2 NEW CARPET & PAINT, golf crse & Koko Head views, A/C $2200 mo. No pets/smkng South Shore Rlty 395-6225 More Details"
96782,Pearl City,,,Offices,,,1,Times Square Pearl City 2nd fl abv Times 494sf 1prkg. Residential Counselors 487-7281 More Details
96825,Hawaii Kai,"$2,200 ",,Single Family,3,2.5,2,"Kawaihae Cresent East 3/2.5/2 newly renov, spac, end unit $2200. 779-6466 waikikirealty2.com More Details"
96822,University,$900 ,,Apartment/Coop/Loft,,,,"Hale Kulanui studio prkg storage, sec'd hi-flr, pool gym $900 Tom Shinsato Realty 537-2442 x285 More Details"
96815,Honolulu,"$475,",,Offices,0,1,,"Tradewinds ground floor small office $475, large office $850 & $1800+ utils. Avail. 10/1. Royal Hawn Props 941-6111 More Details"
96826,Mccully,"$1,300 ",,Apartment/Coop/Loft,2,1,1,"Unv Twrs 2/1/1 wshr/dryr, wtr, conv, no pets $1300 Hi Rlty Mgmt 941-2948 hawaiirealty@msn.com More Details"
96815,Honolulu,,,Offices,,,,"Kiosks and Office spaces available to lease in major Waikiki hotel. For more info, please call 921-5074. More Details"
96814,Honolulu,"$1,050 ",,Apartment/Coop/Loft,2,1,1,"Young Street 2/1/1 clean near Times Market $1050. Avail 10/8. B.Y. Realty Mgmt & Sales, 591-2941. More Details"
96815,Kaimuki/kapahulu,,,Offices,,,,"465 Kapahulu nr Waikiki, sec. 2nd fl 641 sf, 2 ofcs w/bath. Jeffrey A. Pang (R) 734-1266 More Details"
96816,Kahala,"$1,695 ",,Single Family,2,2,1,"TROPIC GARDENS 2/2/1 split-lvl, A/C, W/D, pool #5019 $1695 TROPIC GARDENS 2/2/1 split-level, pool, A/C, W/D #6275 $1645 More Details"
96815,Waikiki,$975 ,,Offices,2,1,1,"Century Square 2/1/1 central air, secure, business use $975 Cornerstone Prop., 484-1211 More Details"
96823,HI 96823,"$1,850 ",,Single Family,2,2,,"Hokulani in Kailua 2/2 cov'd prkg, new carpet, rec area, no pet $1850. Prudential Locations, LLC. 738-3108 More Details"
96819,Kalihi,,,Offices,,,,"KAPALAMA/KAKAAKO Various Office Spaces 270 to 15,763 sf Great Deals! 808.521.1200 www.cbre.com/hawaii More Details"
96826,Mccully,"$1,195 ",,Apartment/Coop/Loft,1,1,,"Citron Villa Spac 1/1, sec'd cov'd prkg, w/d, no pets/S8 private lanai. 779-6466 $1195. waikikirealty2.com More Details"
96821,Aina Haina,,,Offices,,,,"Office/ 524-2666 Aiea: 443-5,904 sf Aiea/Pearlridge: 457 sf Aiea/Waimalu: 2,632 sf Aiea: 3,100 sf Halawa: 5,244 sf ofc/whse Aiea: 406-20,000sf lab/ofc Airport: 75 sf - full floor Ala Moana 847... More Details"
96744,Kaneohe,"$2,300 ",,Single Family,3,2,2,"CLUB VIEW III, 3/2/2 w/ den, spacious w/serene valley views $2,300. Hawaiian Properties, Ltd. 539-9582 More Details"
96826,Moiliili,"$1,200 ",,Apartment/Coop/Loft,1,1,1,"Split level 1/1/1 cv'd prkg, w/d. No pet/smkg. $1200. Residential Counselors 487-7281 More Details"
96813,Honolulu,,,Offices,,,,"King/Keeaumoku, 2nd flr. 343 sf available. Free Customer Prkg! Hawaiian Properties, Ltd. 539-9580 More Details"
96744,Kaneohe,"$1,400 ",,Single Family,2,1.5,,"Nani Koolau - 2/1.5, split level, apprx 900 sf. $1400 Young Properties Inc. 596-8777 More Details"
96826,Moiliili,"$1,450 ",,Apartment/Coop/Loft,1,1,1,"Scenic Tower - 1/1/1 NEW CARPET & PAINT Hi Flr Great Views, A/C, Corner unit w/lge lanai, W/D in unit $1450. No pets/smkg South Shore Rlty 395-6225 More Details"
96817,Nuuanu,$475 ,,Offices,,,,"Nuuanu Ave small offices A/C, resv'd prkg, fresh paint from $475. Tom Shinsato Realty 537-4981 More Details"
96744,Kaneohe,"$1,445 ",,Single Family,2,1,2,"WINDWARD ACRES 2/1/2 W/D, BBQ area, playground #5172 $1445 More Details"
96826,Mccully,"$1,980 ",,Apartment/Coop/Loft,,,,"Waiola 3 bdrm/1 bath. $1980/mo. 1 parking stall. Young Properties, Inc. 596-8777 More Details"
96813,Kapiolani,$575 ,,Offices,,,,"Kapiolani/Ward small office prkg, util, conv. A/C $575. Tom Shinsato Realty, 537-4981. More Details"
96707,Makakilo,"$2,350 ",,Single Family,3,2.5,2,"KaiNani 3/2.5/2, wd, dw, split ac, multi flrs, view upstrs. $2350. Cornerstone Prop 484-1211 More Details"
96826,Mccully,"$1,575 ",,Apartment/Coop/Loft,2,1,1,"Ala Wai Manor 2/1/1, W/D spac. sec'd, clean, conv, pool $1575 Tom Shinsato Realty, 537-2442 x317. More Details"
96786,Wahiawa,"$1,375 ",,Single Family,3,1.5,2,"Palehua Gdns Split Level 3/1.5/2 prkg. Laminate flrs & oceanvws, no pets $1375 Tsujimura & Assoc. 388-3630 More Details"
96814,Downtown,,,Stores,,,,"DOWNTOWN 1165 Bethel St, grnd flr, 1738 sf or 3,182 sf avail now; 1022 Bethel, 2477 sf avail Aug 1. Hawaiian Property Ltd. 539-9580 More Details"
96826,Mccully,"$1,145 ",,Apartment/Coop/Loft,1,1,1,"CITRON VILLA 1/1/1 sec, W/D, D/W, pool, lanai #5611 $1145 More Details"
96813,Honolulu,,,Stores,,,,Kapolei: Mall next to Civic Center of the City. 1000 sf bays 2/tenant. Improvement allowance. Karen Taniyama (B) 522-5991Sofos Realty Corp More Details
96823,HI 96823,$850 ,,Apartment/Coop/Loft,1,1,,"Pawaa Lane 1/1, 2nd flr walk-up bldg, coin-op, w/d nr busline $850. Prudential Locations, LLC. 738-3108. More Details"
96813,Honolulu,,,Stores,,,,Keeaumoku: 2000 sf free standing bldg. 10 parking. Ideal for office or retail. Karen Taniyama (B) 522-5991Sofos Realty Corp More Details
96814,Honolulu,"$1,750 ",,Single Family,3,2.5,2,"Noholoa Hale upgr 3/2.5/2 over 1300sf, lge crtyds $1750 Av Now. B.Y. Realty Management &Sales 591-2941 More Details"
96826,Moiliili,$800 ,,Apartment/Coop/Loft,1,1,1,"707 Hausten 1/1/1 $800. New carpet, A/C, new appliances, clean. Palace Realty 591-2155 More Details"
96814,Honolulu,"$1525,",,Single Family,2,1,2,"Havens at Ii Vista: 2/1/2 $1525, gated community, no pets, a/c, w/d. Call CD Mgmt, 589-1301. More Details"
96815,Kaimuki/kapahulu,,,Stores,,,1,"465 Kapahulu nr Waikiki, 380 sf store frnt w/rest rm & 1 pkg. Off st. prkg. Jeffrey A. Pang, R 734-1266 More Details"
96826,Moiliili,$980 ,,Apartment/Coop/Loft,1,1,1,"Near UH 1/1/1 prkg, sec bldg. No pet/smkg. New crpt/paint $980. Residential Counselors 487-7281 More Details"
96789,Mililani,"$1,500 ",,Single Family,2,1,2,"Mililani Terrace 2/1/2 wd, corner. Nr. shopping/ school.$1500 Cornerstone Properties 484-1211 More Details"
96813,Honolulu,,,Stores,,,,"King/Keeaumoku grndflr., good visibility/rates, prkg Hawaiian Properties, Ltd. 539-9580 More Details"
96826,Mccully,,,Apartment/Coop/Loft,1,1,1,"1215 Alexander St. 1 bed/1 bath/1 prkg, W/D available Nov. 1st. Clyde Abe Realty, Inc. 721-7977 More Details"
96701,Aiea,,,Stores,,,,"Retail/ 524-2666 Newtown: 1,855sf Aiea: 1,303 sf restaurant Aiea: WestrdgSC 3K-4.2Ksf Ala Moana: 847 sf Beretania: 2,491 sf Big Is Keauhou: 600-5K sf Big Is Hilo: 1,284-2692 sf Big Is Kona:... More Details"
96789,Mililani,"$1,350 ",,Single Family,,,,Meheula Parkway 2 bdrm 1 bath w/2 open parking $1350. Solid Foundation RE Corp. 225-8830 More Details
96789,Mililani,"$1,350 ",,Single Family,,,,"2+1.5+2 Olaloa, Senior Community, No pets/ no smoking. $1350. Ivy K Realty, Ph 754-4475 More Details"
96826,Honolulu,,,Warehouses,,,,"Central Park/Halawa 1,780sf - 3,025 sf warehouse includes office. Aloha Homes, 941-8711. More Details"
96826,Mccully,"$1,695 ",,Apartment/Coop/Loft,2,2,1,"2100 Date Secured 2/2/1 covered pkg, cool, breezy, available Nov 1 $1,695 277-7377 More Details"
96819,Kalihi,,,Warehouses,,,,"Kalihi Kaluaopalena St. 1,424 sf hi cube, roll-up door, 2 parking. Jeffrey A. Pang (R) 732-1266 More Details"
96814,Honolulu,"$1,350 ",,Apartment/Coop/Loft,,,1,2627 Nakookoo Street 2 BR/1 BA 1 prkg. $1350 incl. utilities. No pets. VERNCO Properties 593-9908 More Details
96814,Honolulu,$1 ,,Warehouses,,,4,"Waipio Ind. Park: 1,600-7,890 sf whse&ofc, 14 prkg $1.18/sf+CAM. B.Y. Realty Mgmt/Sales, 591-2941. More Details"
96789,Mililani,"$1,700 ",,Single Family,2,2,2,Opua Hale Patio Homes! 94-431 Keaoopua St. #103. 2/2/2+loft $1700. 203-6916 marcusrealty.com More Details
96701,Aiea,,,Warehouses,,,,"Warehouse/ 524-2666 Aiea: 1,800-5,400 sf Aiea: 406-20,000sf lab/ofc Aiea: 3,000 sf Aiea: 4,800 sf Aiea: 16,200 sf Iwilei: 9,708 sf Chinatown: 7,983 sf Kakaako 2,127-11,270 sf Kakaako: 5,102... More Details"
96789,Mililani,"$1,595 ",,Single Family,2,2,2,"Haven I'I Vista. 2/2/2 ground floor, wrap around yd. AC. $1595. Watanabe International, Inc 351-4547 More Details"
96826,Moiliili,"$1,200 ",,Apartment/Coop/Loft,1,1,,"Date Terr 1/1/pkg, d/w w/d, new paint/crpt/refrig, cool, no pets/smk, $1200 Island Mgmt 734-5224 More Details"
96789,Mililani,"$1,550 ",,Apartment/Coop/Loft,3,2,2,"Northbrook 3/2/2, wd, dw, open lanai, close to military base, $1550. Cornerstone Props 484-1211 More Details"
96819,Moanalua,"$1,800 ",,Single Family,2,2,1,"Crosspointe gated 2/2/1 pool, a/c, w/d $1800. 444 Mananai Pl. #A 203-6916 marcusrealty.com More Details"
96789,Mililani,"$1,095 ",,Apartment/Coop/Loft,2,1,1,"NAHOA APTS 2/1/1 ground flr, patio, laundry #5280 $1095 More Details"
96814,Honolulu,"$1,750 ",,Apartment/Coop/Loft,2,2,2,"Franklin Twrs 2/2/2 clean 1000+sf, avail 10/5, hi flr, view, $1750. B.Y. Realty Management&Sales591-2941 More Details"
96782,Pearl City,"$1,325 ",,Single Family,,,1,"Split level 2 bdrm 1.5 bath, 1 pkg. No pet/smkg. $1325. Residential Counselors 487-7281 More Details"
96819,Moanalua,"$1,200 ",,Apartment/Coop/Loft,2,1,1,"Clean 2/1/1 prkg, new paint, kitch/bth flrs, near bus/schools, $1200 Urban Real Estate 220-6128 More Details"
96817,Pearl City,"$2,200 ",,Single Family,3,2.5,,"Wailuna 3/2.5, encl garage split A/C, W/D, end unit, amens, views, $2200 Tom Shinsato Rlty 537-2442 x259 More Details"
96818,Salt Lake,"$1,750 ",,Apartment/Coop/Loft,0,1,2,Totally Renovated!!!! 3 Bdrm/2 Bath/2 Prkg. Avail. 10/10. $1750/mo. Midpac Int'l Rlty 722-9678 More Details
96814,Honolulu,"$1,500 ",,Single Family,2,2,2,"Highlands @Waikele 2/2/2 AC, clean $1500 Av Now. Pet neg. B.Y. Realty Management &Sales, 591-2941. More Details"
96818,Salt Lake,"$1450,",,Apartment/Coop/Loft,1,1,,"Likini 1/1 $1450, a/c, dishwasher, w/d, prkg. wtr, key entry no pets King Street Properties 721-2040 More Details"
96797,Waikele,"$1,595 ",,Single Family,2,2.5,2,"VILLAGE ON THE GREEN 2/2.5/2 split lvl, A/C, W/D, fenced yard, storage #6549 $1595 More Details"
96797,Waipio,"$1,475 ",,Single Family,2,1,2,Royal Palm clean & quiet 2/1/2 cov'd prkg pool. no pets $1475 621-2500 UR SVCS. More Details
96797,Waipio,"$1,350 ",,Single Family,2,1,2,"Liolio 2/1/2 ground floor. No unit above, full size W/D. No Pets. $1350. Watanabe International Inc. 351-4547 More Details"
96819,Moanalua,"$1,395 ",,Apartment/Coop/Loft,2,2,1,"LAKESHORE TOWER 2/2/1 just remodeled, sec, W/D, lanai, pool, BBQ #5327 $1395 PLAZA LANDMARK studio, pkg, sec, A/C, fab amens #6344 $925 More Details"
96814,Ala Moana,,,Apartment/Coop/Loft,2,2,1,nauru twr 2/2/1 04 unit. avail sept.1 honolulu realty 5971330 honolulurealty.com More Details
96797,Waipio,"$1,850 ",,Single Family,3,1.5,2,"Liolio split level 3/1.5, 2 prkg, w/d, lg patio $1850 incl wtr. No pets. The Realty Company Ltd. 550-8827 More Details"
96814,Ala Moana,"$3,500 ",,Apartment/Coop/Loft,2,2,2,"Moana Pacific 2/2/2+ den. No smk/pet. $3500. TPM(R) 596-2511, x208 www.rentalshawaii.net More Details"
96712,North Shore,"$1,000 ",,Apartment/Coop/Loft,2,1,,Waialua remodeled 2/1 close to beaches. prkg. water. no pets. $1000 621-2500 UR SVCS. More Details
96814,Ala Moana,"$3,600 ",,Apartment/Coop/Loft,,,,"Koolani 2bd/2ba excellent decor, amens, views, cleaning service. $3600/mo. Jeffrey Pang (R) 734-1266 More Details"
96712,North Shore,$885 ,,Apartment/Coop/Loft,,,,"HALEIWA SENIOR CITIZEN CENTER One bedroom from $885 Utility Allowance $71.00 Elderly household requirement +62 Now accepting applications Section 8 Accepted Hawaiian Properties, Ltd. 539-9774 More Details"
96814,Ala Moana,"$2,995 ",,Apartment/Coop/Loft,2,2,2,"Harbor Court 2/2/2 wd, dw, ac, 2 lanais, inclds water! $2995 Cornerstone Prop. 484-1211 More Details"
96817,Liliha,$750 ,,Apartment/Coop/Loft,1,1,,"1408 Liliha (2) spacious 1/1 $750 & up, elec sep, coin-op lndry, sec'd bldg. Strt pkg. ILC Int'l, Inc. 941-9925 More Details"
96815,Diamond Head,"$2,500 ",,Apartment/Coop/Loft,,,,"Gorgeous 2 bdrm, 2 bath DH & ocean views, covered parking. $2500. Royal Hawn Properties 941-6111 More Details"
96817,Liliha,"$1,350 ",,Apartment/Coop/Loft,2,1,1,"Liliha Ground floor 2/1/1 Near bus/stores/hospitals New paint. $1,350. City Properties 524-1455 More Details"
96814,Downtown,"$3,500 ",,Apartment/Coop/Loft,2,2,2,"HARBOR COURT, extremely nice 2/2, bamboo flrs, ocean view on 29th flr. 2 prkg. A/C Avail now. $3500+tax. Helen Skov (RA) 225-7144 Cathy George & Assoc. More Details"
96817,Nuuanu,"$2,300 ",,Apartment/Coop/Loft,3,1,2,"3/1/2 grd flr, new pnt, lam/ceramic flr, nr Pun., util incl, no pets, $2300 Island Mgmt 734-5224 More Details"
96825,Hawaii Kai,"$2,300 ",,Apartment/Coop/Loft,2,2,2,"Mauna Luan 2/2/2 Gorgeous View-High Floor Upgraded, resort like amens $2300 mo. NO pet/no smkg South Shore Rlty 395-6225 More Details"
96817,Nuuanu,"$1,450 ",,Apartment/Coop/Loft,1,1,,"BROOKSIDE 1/1/prkg, d/w, a/c, w/d, amen, $1450 Island Mgmt 734-5224 More Details"
96825,Hawaii Kai,"$1,850 ",,Apartment/Coop/Loft,,,,"HERITAGE HOUSE 2 bedroom, high floor, spectacular panoramic & ocean view, W/D, pool, lease & no pets. $1,850 396-5515 Hawaiian Pacific Management Company More Details"
96817,Nuuanu,$875 ,,Apartment/Coop/Loft,1,1,,"NUUANU 1/1 appl. all util bus conv clean $875 Tom Shinsato Realty, 537-2442 x268 More Details"
96817,Nuuanu,"$1,750 ",,Apartment/Coop/Loft,2,1,1,"Craigside III - Upgraded 2/1/1 pool, fitness center, oceanic triple play $1750. 203-6916 marcusrealty.com More Details"
96826,Mccully,"$1,625 ",,Apartment/Coop/Loft,2,1,1,"ALEXANDER TWRS 2/1/1 covd prkg, w/d, pool, lanai, sec bldg. $1625 incl util. KMJ Realty 523-5975 More Details"
96813,Punchbowl,$875 ,,Apartment/Coop/Loft,1,1,1,"Lusitana & School St. 1/1/1 walk-up, coin wd, water. $875. The Realty Co., Ltd. 550-8827 More Details"
96814,Honolulu,"$1,150 ",,Apartment/Coop/Loft,1,1,,"Iolani Av Cool, bright, clean 1/1 w/view, cv'd prkg, a/c, storage, avail now. $1150 Pacific Properties 591-9433 More Details"
96815,Honolulu,$295 ,,Apartment/Coop/Loft,,,,"1 NICE WAIKIKI HOTEL Studio A/C, TV, Small Kitchen, Prkg. From $295 A Week! Call 924-2096. More Details"
96813,Pacific Heights,$900 ,,Apartment/Coop/Loft,1,1,,"Convenient 1/1, prkg, coin laundry, $900 utils. Royal Hawaiian Properties 941-6111 More Details"
96815,Waikiki,"$1,250 ",,Apartment/Coop/Loft,,,,"Discovery Bay: Beautifully furn'd studio; view, w/d, pkg $1250/mo.+tax. Discovery Bay Realty 946-3370 More Details"
96826,Honolulu,$950 ,,Apartment/Coop/Loft,1,1,,"Kuikahi, 1/1/prkg, W/D $950 Cozy, full kitchen, back yard. Honolulu Real Estate 589-0588 More Details"
96815,Waikiki,"$2,100 ",,Apartment/Coop/Loft,2,1,1,"2121 Ala Wai remod corner 2/1/1, ocn/mtn views sec, amens, no pet , utils $2100 Jeffrey Pang (B) 732-1266 More Details"
96814,Pearl City,"$1,245 ",,Apartment/Coop/Loft,2,1,1,"LEHUA NANI 2/1/1 sec, A/C, W/D, lanai, pool, just remodeled #6346 $1245 incl Util More Details"
96815,Waikiki,"$1,250 ",,Apartment/Coop/Loft,,,,"2211 Ala Wai 31st flr, 1 bdrm, can use as 2 bdrm view, security $1250/mo. Diamond Int'l. 955-3037 More Details"
96797,Waipahu,"$1,800 ",,Apartment/Coop/Loft,2,2,2,"Villages on the Green 2/2/2 W/D, AC win, encl. yd, No Pets, No Smoking, $1800 West Oahu Realty 284-5023 More Details"
96815,Waikiki,"$1,725 ",,Apartment/Coop/Loft,2,1,1,"2121 Ala Wai 2/1/1, util, w/d. No pet. $1725. TPM(R) 596-2511, x208 www.rentalshawaii.net More Details"
96792,Waianae Coast,$895 ,,Apartment/Coop/Loft,2,1.5,1,Makaha Valley Towers Nice 2/1.5/1 on 2nd fl. Avail now $895 Hawaiian Properties 539-9772 More Details
96815,Honolulu,"$2,000 ",,Apartment/Coop/Loft,1,1,1,"Villa EatonSq 1/1/1prkg, upgraded new furn/ drapery, a/c, w/d, $2000+tax. Hawaiian Joy, 923-1880. More Details"
96792,Waianae Coast,"$1,300 ",,Apartment/Coop/Loft,4,2,1,Renovated 4/2/1 unit $1300/mo. The Realty Company Ltd. 550-8827 or 220-7671 More Details
96815,Honolulu,"$2,500 ",,Apartment/Coop/Loft,2,2,1,"Diamond Head Vista 2/2/1 prkg, pretty Ocean& DH vw $2500+tax Hawaiian Joy, 923-1880. More Details"
96814,Honolulu,$775 ,,Apartment/Coop/Loft,1,1,1,"Clean 1/1/1 secured bldg oceanview, water & cable incl, pool, res mgr, $775. RE/MAX Honolulu 687-8916 More Details"
96815,Honolulu,$950 ,,Apartment/Coop/Loft,,,,"Inn on Park Studio no prkg, ocean & city view, util incl. $950 + tax. Hawaiian Joy, 923-1880. More Details"
96815,Waikiki,$900 ,,Apartment/Coop/Loft,,,,Hawaiian Monarch furn. Studio $900. 203-6916 marcusrealty.com More Details
96825,Honolulu,"$2,900 ",,Apartment/Coop/Loft,2,2,1,"Allure 2/2/1, 951 sf, grt vws & amenities, $2900 incl w/s, b-cable, interrnet & phone. MHP, 593-2780 More Details"
96815,Waikiki,"$1,700 ",,Apartment/Coop/Loft,1,1,1,"CHATEAU WAIKIKI 24th Floor 1/1/1 DH side. $1700 utils incl. George Haydel (R) Stewart & Assoc. 949-2302, 220-2890 Preview at: stewartandassoc.com More Details"
96815,Waikiki,$875 ,,Apartment/Coop/Loft,1,1,,"Waikiki grnd flr corner 1/1, coin op, nr busline, beach. Elec sep, no pet/smkg $875 Grubb & Ellis 441-0562 More Details"
96815,Waikiki,"$1,350 ",,Apartment/Coop/Loft,1,1,1,"SkyTower, 1/1/1pkg $1350/mo. Water, electric included. No pets. Toyo Realty 922-3800 More Details"
96815,Waikiki,"$2,000 ",,Apartment/Coop/Loft,,,,Discovery Bay Long/short term ocn vw 1 & 2 BRs $2000 + Discovery Bay Realty 946-3370 More Details
96815,Waikiki,"$1,400 ",,Apartment/Coop/Loft,,,,"Diamond Hd. attached studio/pkg, bch access, w/d. $1400 incl utils. Graham Realty 536-9626 More Details"
96826,Honolulu,$800 ,,Apartment/Coop/Loft,,,,"Hawaiian Monarch studio from $800+, view, show nice Honolulu Real Estate 589-0588 More Details"
96815,Waikiki,$855 ,,Apartment/Coop/Loft,,,,"Ala Wai (2509) studio, utilities, A/C, $855. TPM(R) 596-2511 x208 www.rentalshawaii.net More Details"
96815,Waikiki,"$1,500 ",,Apartment/Coop/Loft,1,1,1,"Ala Wai (2115) lg 1/1/1 util, no smkg/pet. $1500 TPM(R) 596-2511, x208 www.rentalshawaii.net More Details"
96815,Honolulu,$800 ,,Apartment/Coop/Loft,,,,"Namahana St Upgraded Studio & 1 Bdrm, security gate, no pet$800-$950+tax Hawaiian Joy, 923-1880. More Details"
96815,Waikiki,"$2,500 ",,Apartment/Coop/Loft,2,2,1,"YachtHarborTwrs 2/2/1 pkg $2500/mo. Water, elec incl, no pets. Toyo Realty 922-3800 More Details"
96814,Honolulu,"$1,795 ",,Apartment/Coop/Loft,,,1,"Diamond Head Vista, 1bd/1ba/1pkg ocnvw, w/d, no pet/smkg lg-term $1795 CD Mgmt, 589-1301. More Details"
96701,Aiea,"$1,000 ",,Apartment/Coop/Loft,2,1,1,"Kanuku spac 2/1/1, lanai, new paint, conv on busline. $1000 779-6466 waikikirealty2.com More Details"
96815,Waikiki,"$1,275 ",,Apartment/Coop/Loft,1,1,,"2211 Ala Wai 1/1, remod, unobstructed mtn. views, sec, amens $1275 NO PETS. Jeffrey Pang(B) 732-1266 More Details"
96701,Aiea,"$1,495 ",,Apartment/Coop/Loft,2,2,2,"Park @ Pearl 2/2/2, lanai, w/d. No pet/smkg. $1495. Residential Counselors 487-7281 More Details"
96815,Waikiki,$950 ,,Apartment/Coop/Loft,1,1,1,"Waikiki great 1/1/1, 3rd fl, cv'd pkg, new flr/paint, coin op util sep, no pet/smk $950 Grubb & Ellis 441-0567 More Details"
96701,Aiea,"$1,500 ",,Apartment/Coop/Loft,1,1,1,"Pearl II 1/1/1, harbor view. hardwood floors. A/C. no pets. $1500 621-2500 UR SVCS. More Details"
96701,Aiea,"$1,600 ",,Apartment/Coop/Loft,2,2,1,"Park @ Pearlridge 2/2/1 wd, dw, $1600 water incl & hot water. Cornerstone Properties, 484-1211 More Details"
96701,Aiea,"$2,100 ",,Apartment/Coop/Loft,3,2,2,"Park @ Pearlridge 3/2/2 14th flr. GREAT view! w/d, dw & lanai $2100 Cornerstone Prop., 484-1211 More Details"
96701,Aiea,"$1,200 ",,Apartment/Coop/Loft,3,1.5,1,"Pearl Manor 3/1.5/1, AC, community laundry, pool. $1200. Watanabe International Inc. 351-4547 More Details"
96815,Waikiki,"$1,025 ",,Apartment/Coop/Loft,1,1,1,"KUHIO AT WAIKIKI 1/1/1 sec, A/C #6242 $1025 ROYAL ALOHA 2/1/1 sec, pool, lanai #6458 $1225 THE KALAKAUAN 1/1 sec, A/C, lanai, ceiling fan #6270 $975... More Details"
96815,Waikiki,,,Apartment/Coop/Loft,,,,"GRAND OPENING NOW RENTING Wednesday, Oct. 13, 2010 2:00pm to 6:00pm ALA WAI GARDEN PLAZA 2055 Ala Wai Blvd. TH Realty, Inc. Patrick Fostey, RA 957-9353 More Details"
96701,Aiea,"$1,600 ",,Apartment/Coop/Loft,2,2,1,"Park @ Pearlridge 2/2/1, W/D, nice location $1600. Watanabe Intl., Inc. 351-4547 More Details"
96815,Waikiki,"$2,100 ",,Apartment/Coop/Loft,1,1,1,"WINDSOR, Two units avail on 23rd & 24th flrs. Excl cond, 1/1/1, great amens. A/C. $2100+tax. Helen Skov (RA) 225-7144 Cathy George & Assoc. More Details"
96701,Aiea,"$1,325 ",,Apartment/Coop/Loft,2,1.5,2,"PEARL HORIZONS 2/1.5/2 W/D, pool #5375 $1325 PEARL REGENCY 1/1/1 sec, W/D, A/C, c-fan #5376 $1195 More Details"
96815,Honolulu,"$1,700 ",,Apartment/Coop/Loft,2,2,1,"426 Namahana St Penthse 2/2/1pkg, upgraded large nice unit, no pet $1700+tax Hawaiian Joy, 923-1880. More Details"
96816,Honolulu,"$1,400 ",,Apartment/Coop/Loft,1,1,,"1/1 & Studios starting at $1400/mo. The Imperial in Waikiki Util & Central A/C Incl. Pool & Exercise Rm Front desk Dower Realty, Inc.738-8819 Photos www.DowerRealty.com More Details"
96816,Honolulu,"$1,695 ",,Apartment/Coop/Loft,2,1.5,1,"Airy - Breezy Twin Towers 2/1.5/1 $1695/mo Pool, Sec Bldg. Dower Realty, Inc. 738-8819 Photos www.DowerRealty.com More Details"
96815,Waikiki,"$1,145 ",,Apartment/Coop/Loft,1,1,1,"Secured, pool, 1/1/1 Kaioo Terrace, 1867 Kaioo Dr #205. $1145. 203-6916 marcusrealty.com More Details"
96814,Ala Moana,$845 ,,Apartment/Coop/Loft,,,,"Birch (721) studio $845. Prkg, wtr walkup no pets 6 mo lease King Street Properties 721-2040 More Details"
