id,handle,time,status,changed,url
289,2013@hiwi.org,2014-02-10 11:12:00 UTC,200,[],https://www.hiwi.org/admin/gsipub/htmlarea/uploads/LFR_CES_JC2013.xls
290,TOUR_FEB13@hawaiitourismauthority.org,2014-02-10 12:32:23 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Feb13.xls
291,tax_collec2013_01@hawaii.gov,2014-02-10 12:56:58 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-01_rev2.zip
292,tax_GE2012_12@hawaii.gov,2014-02-10 12:58:36 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2012-12.zip
293,CPI10SA@e-stat.go.jp,2014-02-10 11:11:23 UTC,200,[],http://www.e-stat.go.jp/SG1/estat/CsvdlE.do?sinfid=000011288581
295,TOUR_MAR13@hawaiitourismauthority.org,2014-02-10 12:32:27 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/Mar13.xls
299,DEGREES@hawaii.edu,2014-02-10 12:30:02 UTC,200,[],https://www.hawaii.edu/institutionalresearch/degreeReport.action?FISCAL_YEAR=2012&IRO_INSTITUTION=&drillThruLevel=&agglevel=&reportId=MAPS_DEG_TOC&campusContext=&drillId=&VALUE=&exportType=EXPORT_EXCEL&drillValue=&drillTarget=
303,TOUR_APR13@hawaiitourismauthority.org,2014-02-10 12:32:32 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/apr13.xls
304,tax_GE2013_01@hawaii.gov,2014-02-10 12:58:37 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-01_rev2.zip
305,tax_collec2013_02@hawaii.gov,2014-02-10 12:56:59 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-02_rev.zip
306,tax_GE2013_02@hawaii.gov,2014-02-10 12:58:38 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-02_rev.zip
307,tax_collec2013_03@hawaii.gov,2014-02-10 12:56:59 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-03_rev.zip
309,TOUR_MAY13@hawaiitourismauthority.org,2014-02-10 12:32:36 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/may13.xls
310,tax_collec2013_04@hawaii.gov,2014-02-10 12:57:00 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-04_rev.zip
311,tax_GE2013_03@hawaii.gov,2014-02-10 12:58:38 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-03_rev.zip
313,TOUR_JUN13@hawaiitourismauthority.org,2014-02-10 12:32:40 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/jun13 (final).xls
315,tax_GE2013_04@hawaii.gov,2014-02-10 12:58:39 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-04_rev.zip
316,tax_collec2013_05@hawaii.gov,2014-02-10 12:57:01 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-05_rev.zip
317,TOUR_JUL13@hawaiitourismauthority.org,2014-02-10 12:32:44 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/jul13.xls
318,tax_GE2013_05@hawaii.gov,2014-02-10 12:58:40 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-05_rev.zip
319,tax_collec2013_06@hawaii.gov,2014-02-10 12:57:02 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-06.zip
321,TOUR_FINAL12@hawaiitourismauthority.org,2014-02-10 12:43:39 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/historical-data/2012 Historical Visitors(1).xls
322,TOUR_HIST12@hawaiitourismauthority.org,2014-02-10 12:33:14 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/historical-data/2012 Highlights.xls
323,TOUR_AUG13@hawaiitourismauthority.org,2014-02-10 12:32:48 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/aug13.xls
324,tax_GE2013_06@hawaii.gov,2014-02-10 12:58:41 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-06.zip
325,tax_collec2013_07@hawaii.gov,2014-02-10 12:57:03 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-07.zip
328,SQ4@bea.gov,2014-02-10 12:18:48 UTC,302,[],http://www.bea.gov/iTable/download.cfm?ext=csv&fid=FEE79B65884C1B056949346C090D274F74AF9CA61AAA155B7876443ABDC59977B6FDE0BC58D3D851FC6021D902CB5885C773DB6EF7B5A3A8797D86E4A5AC854F
329,TOUR_SEP13@hawaiitourismauthority.org,2014-02-10 12:32:51 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/sep13.xls
330,tax_GE2013_07@hawaii.gov,2014-02-10 12:58:43 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-07.zip
331,tax_collec2013_08@hawaii.gov,2014-02-10 12:57:03 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-08.zip
333,TOUR_OCT13@hawaiitourismauthority.org,2014-02-10 12:32:56 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/oct13(1).xls
335,tax_collec2013_09@hawaii.gov,2014-02-10 12:57:04 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-09.zip
336,tax_GE2013_08@hawaii.gov,2014-02-10 12:58:44 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-08.zip
337,TOUR_NOV13@hawaiitourismauthority.org,2014-02-10 12:33:01 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/nov13 (Revised 12-9-14).xls
338,tax_GE2013_09@hawaii.gov,2014-02-10 12:58:45 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-09.zip
339,tax_collec2013_10@hawaii.gov,2014-02-10 12:57:05 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-10.zip
341,TOUR_DEC13@hawaiitourismauthority.org,2014-02-10 12:33:05 UTC,200,[],http://www.hawaiitourismauthority.org/default/assets/File/research/monthly-visitors/dec13.xls
343,tax_GE2013_10@hawaii.gov,2014-02-10 12:58:45 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-10.zip
344,tax_collec2013_11@hawaii.gov,2014-02-10 12:57:06 UTC,200,[],http://files.hawaii.gov/tax/stats/monthly/2013-11.zip
