series_name,ds_id,ds_eval,current_data_points,dependencies_count,aremos_diffs,last_run,data_point_sha1,dependencies,first_date
VSCANSCH@HON.A,38253,"""VSCANSCHNS@HON.M"".ts.aggregate(:year, :sum)",12,1,0.0,2014-08-07 04:55:22 -1000,be05249c2a6a87867c73c5c93f891084f59899d8,VSCANSCHNS@HON.M,2002-01-01
VSCANSCH@HI.A,46669,"""VSCANSCHNS@HI.Q"".ts.aggregate(:year, :sum)",12,1,0.0,2014-08-07 04:55:18 -1000,f225df4f5e2159c8259452b69ce978b421ff2fa8,VSCANSCHNS@HI.Q,2002-01-01
VSCANSCH@HI.A,38252,"""VSCANSCHNS@HI.M"".ts.aggregate(:year, :sum)",12,1,0.0,2014-08-07 04:55:18 -1000,f225df4f5e2159c8259452b69ce978b421ff2fa8,VSCANSCHNS@HI.M,2002-01-01
VSCANSCH@HAW.A,46668,"""VSCANSCHNS@HAW.Q"".ts.aggregate(:year, :sum)",12,1,0.0,2014-08-07 04:55:15 -1000,065644a41cffc0b5657d66a6963e8cb7e08229ea,VSCANSCHNS@HAW.Q,2002-01-01
VSCANSCH@HAW.A,38251,"""VSCANSCHNS@HAW.M"".ts.aggregate(:year, :sum)",12,1,0.0,2014-08-07 04:55:15 -1000,065644a41cffc0b5657d66a6963e8cb7e08229ea,VSCANSCHNS@HAW.M,2002-01-01
VSAUSSCH@MAU.A,38250,"""VSAUSSCHNS@MAU.M"".ts.aggregate(:year, :sum)",7,1,1000000000000000.0,2014-08-07 04:55:08 -1000,f1d367e191baace42ebb09818e0f155decbe962b,VSAUSSCHNS@MAU.M,2007-01-01
VSAUSSCH@HON.A,46666,"""VSAUSSCHNS@HON.Q"".ts.aggregate(:year, :sum)",12,1,0.0,2014-08-07 04:55:06 -1000,e2dca342fd944218ebac87561b1dc5e5e251fc32,VSAUSSCHNS@HON.Q,2002-01-01
VSAUSSCH@HON.A,38249,"""VSAUSSCHNS@HON.M"".ts.aggregate(:year, :sum)",12,1,0.0,2014-08-07 04:55:06 -1000,e2dca342fd944218ebac87561b1dc5e5e251fc32,VSAUSSCHNS@HON.M,2002-01-01
VSAUSSCH@HI.A,46665,"""VSAUSSCHNS@HI.Q"".ts.aggregate(:year, :sum)",12,1,0.0,2014-08-07 04:55:02 -1000,e2dca342fd944218ebac87561b1dc5e5e251fc32,VSAUSSCHNS@HI.Q,2002-01-01
VSAUSSCH@HI.A,38248,"""VSAUSSCHNS@HI.M"".ts.aggregate(:year, :sum)",12,1,0.0,2014-08-07 04:55:02 -1000,e2dca342fd944218ebac87561b1dc5e5e251fc32,VSAUSSCHNS@HI.M,2002-01-01
VSAUSSCH@HAW.A,38708,"""VSAUSSCHNS@HAW.M"".ts.aggregate(:year, :average)",1,1,0.0,2014-08-07 04:54:59 -1000,2629f21033960678b07fbcfb1a4ecd00344ef4cf,VSAUSSCHNS@HAW.M,2010-01-01
VSAUSSCH@HAW.A,46664,"""VSAUSSCHNS@HAW.Q"".ts.aggregate(:year, :sum)",1,1,0.0,2014-08-07 04:54:59 -1000,2629f21033960678b07fbcfb1a4ecd00344ef4cf,VSAUSSCHNS@HAW.Q,2010-01-01
VSAUSSCH@HAW.A,38247,"""VSAUSSCHNS@HAW.M"".ts.aggregate(:year, :sum)",1,1,0.0,2014-08-07 04:54:59 -1000,2629f21033960678b07fbcfb1a4ecd00344ef4cf,VSAUSSCHNS@HAW.M,2010-01-01
VS@MAU.A,46663,"""VSNS@MAU.Q"".ts.aggregate(:year, :sum)",13,1,0.0,2014-08-07 04:54:56 -1000,27eb455bebdfb31c7ec885e90483d33f704227d2,VSNS@MAU.Q,2001-01-01
VS@MAU.A,38246,"""VSNS@MAU.M"".ts.aggregate(:year, :sum)",13,1,0.0,2014-08-07 04:54:56 -1000,27eb455bebdfb31c7ec885e90483d33f704227d2,VSNS@MAU.M,2001-01-01
VS@KAU.A,46662,"""VSNS@KAU.Q"".ts.aggregate(:year, :sum)",13,1,0.0,2014-08-07 04:54:52 -1000,766f82966a90032c587d0cc00eeb38a492e83e20,VSNS@KAU.Q,2001-01-01
VS@KAU.A,38245,"""VSNS@KAU.M"".ts.aggregate(:year, :sum)",13,1,0.0,2014-08-07 04:54:52 -1000,766f82966a90032c587d0cc00eeb38a492e83e20,VSNS@KAU.M,2001-01-01
VS@HON.A,46661,"""VSNS@HON.Q"".ts.aggregate(:year, :sum)",13,1,0.0,2014-08-07 04:54:48 -1000,5747cf0400aa4c87e14517e6ad4fad9acc6e6652,VSNS@HON.Q,2001-01-01
VS@HON.A,38244,"""VSNS@HON.M"".ts.aggregate(:year, :sum)",13,1,0.0,2014-08-07 04:54:48 -1000,5747cf0400aa4c87e14517e6ad4fad9acc6e6652,VSNS@HON.M,2001-01-01
VS@HAW.A,46660,"""VSNS@HAW.Q"".ts.aggregate(:year, :sum)",13,1,0.0,2014-08-07 04:53:56 -1000,40c755ee3d01b15a487447a8a2da11a1adb124fc,VSNS@HAW.Q,2001-01-01
VS@HAW.A,38243,"""VSNS@HAW.M"".ts.aggregate(:year, :sum)",13,1,0.0,2014-08-07 04:53:56 -1000,40c755ee3d01b15a487447a8a2da11a1adb124fc,VSNS@HAW.M,2001-01-01
VPUSWSPT@HI.A,46659,"""VPUSWSPTNS@HI.Q"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:48:33 -1000,2643c94623b0d894c107fe6f2565a03767c5773d,VPUSWSPTNS@HI.Q,2003-01-01
VPUSWSPT@HI.A,38242,"""VPUSWSPTNS@HI.M"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:48:33 -1000,2643c94623b0d894c107fe6f2565a03767c5773d,VPUSWSPTNS@HI.M,2003-01-01
VPUSWREL@HI.A,46658,"""VPUSWRELNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:30 -1000,97038cfaf0cba4618e3bc468f918428e83fa3fe0,VPUSWRELNS@HI.Q,2000-01-01
VPUSWREL@HI.A,38241,"""VPUSWRELNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:30 -1000,97038cfaf0cba4618e3bc468f918428e83fa3fe0,VPUSWRELNS@HI.M,2000-01-01
VPUSWGOV@HI.A,46657,"""VPUSWGOVNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:26 -1000,a4e0ec4f7ace51153f587045a18636b7e6112287,VPUSWGOVNS@HI.Q,2000-01-01
VPUSWGOV@HI.A,38240,"""VPUSWGOVNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:26 -1000,a4e0ec4f7ace51153f587045a18636b7e6112287,VPUSWGOVNS@HI.M,2000-01-01
VPUSWFUN@HI.A,46656,"""VPUSWFUNNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:23 -1000,c3d55cc6f6d082f63753534acd3760caf8739c54,VPUSWFUNNS@HI.Q,2000-01-01
VPUSWFUN@HI.A,38239,"""VPUSWFUNNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:23 -1000,c3d55cc6f6d082f63753534acd3760caf8739c54,VPUSWFUNNS@HI.M,2000-01-01
VPUSWEDU@HI.A,46655,"""VPUSWEDUNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:19 -1000,cdd13b656eff24667f1c54c8296cd60bd787e034,VPUSWEDUNS@HI.Q,2000-01-01
VPUSWEDU@HI.A,38238,"""VPUSWEDUNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:19 -1000,cdd13b656eff24667f1c54c8296cd60bd787e034,VPUSWEDUNS@HI.M,2000-01-01
VPUSWCNV@HI.A,46654,"""VPUSWCNVNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:16 -1000,93e1a8ca70ea9639a8e61964409ebce9750b2c90,VPUSWCNVNS@HI.Q,2000-01-01
VPUSWCNV@HI.A,38237,"""VPUSWCNVNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:16 -1000,93e1a8ca70ea9639a8e61964409ebce9750b2c90,VPUSWCNVNS@HI.M,2000-01-01
VPUSWBUS@HI.A,46653,"""VPUSWBUSNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:12 -1000,b057ec441823cc30d992fd0d37c848750901432c,VPUSWBUSNS@HI.Q,2000-01-01
VPUSWBUS@HI.A,38236,"""VPUSWBUSNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:12 -1000,b057ec441823cc30d992fd0d37c848750901432c,VPUSWBUSNS@HI.M,2000-01-01
VPUSESPT@HI.A,46652,"""VPUSESPTNS@HI.Q"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:48:09 -1000,66bbe9549637e0caf31bde525bbc25d9ded73822,VPUSESPTNS@HI.Q,2003-01-01
VPUSESPT@HI.A,38235,"""VPUSESPTNS@HI.M"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:48:09 -1000,66bbe9549637e0caf31bde525bbc25d9ded73822,VPUSESPTNS@HI.M,2003-01-01
VPUSEREL@HI.A,46651,"""VPUSERELNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:05 -1000,d5e4ddf24d484d3aaca38770cd691c76364c754a,VPUSERELNS@HI.Q,2000-01-01
VPUSEREL@HI.A,38234,"""VPUSERELNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:05 -1000,d5e4ddf24d484d3aaca38770cd691c76364c754a,VPUSERELNS@HI.M,2000-01-01
VPUSEGOV@HI.A,46650,"""VPUSEGOVNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:02 -1000,e532655ee4eccc17607b18954e39d0b7e2e9ffeb,VPUSEGOVNS@HI.Q,2000-01-01
VPUSEGOV@HI.A,38233,"""VPUSEGOVNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:48:02 -1000,e532655ee4eccc17607b18954e39d0b7e2e9ffeb,VPUSEGOVNS@HI.M,2000-01-01
VPUSEFUN@HI.A,46649,"""VPUSEFUNNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:47:57 -1000,dd163242be31aeb621b36e80c50ff1f6292da550,VPUSEFUNNS@HI.Q,2000-01-01
VPUSEFUN@HI.A,38232,"""VPUSEFUNNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:47:57 -1000,dd163242be31aeb621b36e80c50ff1f6292da550,VPUSEFUNNS@HI.M,2000-01-01
VPUSEEDU@HI.A,46648,"""VPUSEEDUNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:47:54 -1000,85543b2a4c21b2e3fb2939001954fab5b8026cc2,VPUSEEDUNS@HI.Q,2000-01-01
VPUSEEDU@HI.A,38231,"""VPUSEEDUNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:47:54 -1000,85543b2a4c21b2e3fb2939001954fab5b8026cc2,VPUSEEDUNS@HI.M,2000-01-01
VPUSECNV@HI.A,46647,"""VPUSECNVNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:47:50 -1000,e25b5173e5c58ecd5e045da4bd2a56ac280278a5,VPUSECNVNS@HI.Q,2000-01-01
VPUSECNV@HI.A,38230,"""VPUSECNVNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:47:50 -1000,e25b5173e5c58ecd5e045da4bd2a56ac280278a5,VPUSECNVNS@HI.M,2000-01-01
VPUSEBUS@HI.A,46646,"""VPUSEBUSNS@HI.Q"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:47:47 -1000,4222e75a2e9ef985337019837b41c9ed33ba370b,VPUSEBUSNS@HI.Q,2000-01-01
VPUSEBUS@HI.A,38229,"""VPUSEBUSNS@HI.M"".ts.aggregate(:year, :sum)",14,1,0.0,2014-08-07 04:47:47 -1000,4222e75a2e9ef985337019837b41c9ed33ba370b,VPUSEBUSNS@HI.M,2000-01-01
VPSPT@HI.A,46645,"""VPSPTNS@HI.Q"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:47:43 -1000,a92f158613b0f6c4cb9a250f97ca028c69ab938f,VPSPTNS@HI.Q,2003-01-01
VPSPT@HI.A,38228,"""VPSPTNS@HI.M"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:47:43 -1000,a92f158613b0f6c4cb9a250f97ca028c69ab938f,VPSPTNS@HI.M,2003-01-01
VPREL@HI.A,46644,"""VPRELNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:38 -1000,9fcb3c15d0a4c35a3832e03e0d780e49086e3a89,VPRELNS@HI.Q,1999-01-01
VPREL@HI.A,38227,"""VPRELNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:38 -1000,9fcb3c15d0a4c35a3832e03e0d780e49086e3a89,VPRELNS@HI.M,1999-01-01
VPJPSPT@HI.A,46643,"""VPJPSPTNS@HI.Q"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:47:26 -1000,37704ada5172eae69da9ad733ff3703d3e3a30b8,VPJPSPTNS@HI.Q,2003-01-01
VPJPSPT@HI.A,38226,"""VPJPSPTNS@HI.M"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:47:26 -1000,37704ada5172eae69da9ad733ff3703d3e3a30b8,VPJPSPTNS@HI.M,2003-01-01
VPJPREL@HI.A,46642,"""VPJPRELNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:21 -1000,0dea2b8220cc26b215b454c3f9054638a2eabb8e,VPJPRELNS@HI.Q,1999-01-01
VPJPREL@HI.A,38225,"""VPJPRELNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:22 -1000,0dea2b8220cc26b215b454c3f9054638a2eabb8e,VPJPRELNS@HI.M,1999-01-01
VPJPGOV@HI.A,46641,"""VPJPGOVNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:16 -1000,8c2627f95d969625a945efc57671f8ec29551f4f,VPJPGOVNS@HI.Q,1999-01-01
VPJPGOV@HI.A,38224,"""VPJPGOVNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:16 -1000,8c2627f95d969625a945efc57671f8ec29551f4f,VPJPGOVNS@HI.M,1999-01-01
VPJPFUN@HI.A,46640,"""VPJPFUNNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:13 -1000,bc8c9c7de1e1523d485118805bd5949110739a29,VPJPFUNNS@HI.Q,1999-01-01
VPJPFUN@HI.A,38223,"""VPJPFUNNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:13 -1000,bc8c9c7de1e1523d485118805bd5949110739a29,VPJPFUNNS@HI.M,1999-01-01
VPJPEDU@HI.A,46639,"""VPJPEDUNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:09 -1000,cd93be7176033ff8146bfaf3da5930413c770d26,VPJPEDUNS@HI.Q,1999-01-01
VPJPEDU@HI.A,38222,"""VPJPEDUNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:09 -1000,cd93be7176033ff8146bfaf3da5930413c770d26,VPJPEDUNS@HI.M,1999-01-01
VPJPCNV@HI.A,46638,"""VPJPCNVNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:05 -1000,f6b6d7918b8f843f90639aa95defa06614f8a2a2,VPJPCNVNS@HI.Q,1999-01-01
VPJPCNV@HI.A,38221,"""VPJPCNVNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:06 -1000,f6b6d7918b8f843f90639aa95defa06614f8a2a2,VPJPCNVNS@HI.M,1999-01-01
VPJPBUS@HI.A,46637,"""VPJPBUSNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:01 -1000,8b461e3012609530a4cb9b994655817aa01cc908,VPJPBUSNS@HI.Q,1999-01-01
VPJPBUS@HI.A,38220,"""VPJPBUSNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:47:02 -1000,8b461e3012609530a4cb9b994655817aa01cc908,VPJPBUSNS@HI.M,1999-01-01
VPITSPT@HI.A,46636,"""VPITSPTNS@HI.Q"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:46:58 -1000,2f5dcef0c09421d03c205feab69599eab1950a2f,VPITSPTNS@HI.Q,2003-01-01
VPITSPT@HI.A,38219,"""VPITSPTNS@HI.M"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:46:58 -1000,2f5dcef0c09421d03c205feab69599eab1950a2f,VPITSPTNS@HI.M,2003-01-01
VPITREL@HI.A,46635,"""VPITRELNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:54 -1000,d9296210ffdda14c3366014f8be3ccf29772bf15,VPITRELNS@HI.Q,1999-01-01
VPITREL@HI.A,38218,"""VPITRELNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:54 -1000,d9296210ffdda14c3366014f8be3ccf29772bf15,VPITRELNS@HI.M,1999-01-01
VPITGOV@HI.A,46634,"""VPITGOVNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:51 -1000,f5c9eb774c611a7f4d697939460df9fca8978474,VPITGOVNS@HI.Q,1999-01-01
VPITGOV@HI.A,38217,"""VPITGOVNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:51 -1000,f5c9eb774c611a7f4d697939460df9fca8978474,VPITGOVNS@HI.M,1999-01-01
VPITFUN@HI.A,46633,"""VPITFUNNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:47 -1000,8f73704c9d309c8ddbd6678da3e0f3072bc930b1,VPITFUNNS@HI.Q,1999-01-01
VPITFUN@HI.A,38216,"""VPITFUNNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:47 -1000,8f73704c9d309c8ddbd6678da3e0f3072bc930b1,VPITFUNNS@HI.M,1999-01-01
VPITEDU@HI.A,46632,"""VPITEDUNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:44 -1000,536021ecf9e16115eda8ee0931a4a5c5ea0e6899,VPITEDUNS@HI.Q,1999-01-01
VPITEDU@HI.A,38215,"""VPITEDUNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:44 -1000,536021ecf9e16115eda8ee0931a4a5c5ea0e6899,VPITEDUNS@HI.M,1999-01-01
VPITCNV@HI.A,46631,"""VPITCNVNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:40 -1000,bf2875adce6b963f91b04ea097f1d201a54172f5,VPITCNVNS@HI.Q,1999-01-01
VPITCNV@HI.A,38214,"""VPITCNVNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:40 -1000,bf2875adce6b963f91b04ea097f1d201a54172f5,VPITCNVNS@HI.M,1999-01-01
VPITBUS@HI.A,46630,"""VPITBUSNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:37 -1000,a15a10454a254562a29c7fb9422a1a885274e3d4,VPITBUSNS@HI.Q,1999-01-01
VPITBUS@HI.A,38213,"""VPITBUSNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:37 -1000,a15a10454a254562a29c7fb9422a1a885274e3d4,VPITBUSNS@HI.M,1999-01-01
VPGOV@HI.A,46629,"""VPGOVNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:33 -1000,55eb27c48dcfae5fbb772971f3323ac6edb29f75,VPGOVNS@HI.Q,1999-01-01
VPGOV@HI.A,38212,"""VPGOVNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:33 -1000,55eb27c48dcfae5fbb772971f3323ac6edb29f75,VPGOVNS@HI.M,1999-01-01
VPFUN@HI.A,46628,"""VPFUNNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:30 -1000,4e2a5c382849eab5b0740ab7f5b1f45b8e0397c6,VPFUNNS@HI.Q,1999-01-01
VPFUN@HI.A,38211,"""VPFUNNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:30 -1000,4e2a5c382849eab5b0740ab7f5b1f45b8e0397c6,VPFUNNS@HI.M,1999-01-01
VPEDU@HI.A,46627,"""VPEDUNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:26 -1000,bd40af0e64f792ecb1487420a4538c39e76f3d6a,VPEDUNS@HI.Q,1999-01-01
VPEDU@HI.A,38210,"""VPEDUNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:26 -1000,bd40af0e64f792ecb1487420a4538c39e76f3d6a,VPEDUNS@HI.M,1999-01-01
VPDMSPT@HI.A,46626,"""VPDMSPTNS@HI.Q"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:46:23 -1000,4828ca32cd47c2d18d4c84f36dbb2fda6f8c1402,VPDMSPTNS@HI.Q,2003-01-01
VPDMSPT@HI.A,38209,"""VPDMSPTNS@HI.M"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:46:23 -1000,4828ca32cd47c2d18d4c84f36dbb2fda6f8c1402,VPDMSPTNS@HI.M,2003-01-01
VPDMREL@HI.A,46625,"""VPDMRELNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:19 -1000,5cb3be2a9a287e9f8565d9bd3f30f22ce00f6d90,VPDMRELNS@HI.Q,1999-01-01
VPDMREL@HI.A,38208,"""VPDMRELNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:19 -1000,5cb3be2a9a287e9f8565d9bd3f30f22ce00f6d90,VPDMRELNS@HI.M,1999-01-01
VPDMGOV@HI.A,46624,"""VPDMGOVNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:16 -1000,b7f733655c04035bcc69114aea583aac666de875,VPDMGOVNS@HI.Q,1999-01-01
VPDMGOV@HI.A,38207,"""VPDMGOVNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:16 -1000,b7f733655c04035bcc69114aea583aac666de875,VPDMGOVNS@HI.M,1999-01-01
VPDMFUN@HI.A,46623,"""VPDMFUNNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:12 -1000,6d10ceed641763d2e17a2bf9c395825e4ec67ca8,VPDMFUNNS@HI.Q,1999-01-01
VPDMFUN@HI.A,38206,"""VPDMFUNNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:12 -1000,6d10ceed641763d2e17a2bf9c395825e4ec67ca8,VPDMFUNNS@HI.M,1999-01-01
VPDMEDU@HI.A,46622,"""VPDMEDUNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:08 -1000,0229649371fc6dea3ccf605b2c26f34a00e61822,VPDMEDUNS@HI.Q,1999-01-01
VPDMEDU@HI.A,38205,"""VPDMEDUNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:08 -1000,0229649371fc6dea3ccf605b2c26f34a00e61822,VPDMEDUNS@HI.M,1999-01-01
VPDMCNV@HI.A,46621,"""VPDMCNVNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:04 -1000,6a035a17963fa18f094c9ea5e23592d998dff2b3,VPDMCNVNS@HI.Q,1999-01-01
VPDMCNV@HI.A,38204,"""VPDMCNVNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:46:04 -1000,6a035a17963fa18f094c9ea5e23592d998dff2b3,VPDMCNVNS@HI.M,1999-01-01
VPDMBUS@HI.A,46620,"""VPDMBUSNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:59 -1000,5930550eb7c14d5f5a7c65b66dfcb2ae09c1b5a1,VPDMBUSNS@HI.Q,1999-01-01
VPDMBUS@HI.A,38203,"""VPDMBUSNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:59 -1000,5930550eb7c14d5f5a7c65b66dfcb2ae09c1b5a1,VPDMBUSNS@HI.M,1999-01-01
VPCNV@HI.A,46619,"""VPCNVNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:55 -1000,87026401b743c575e375fb47d6cfca23014b2aa9,VPCNVNS@HI.Q,1999-01-01
VPCNV@HI.A,38202,"""VPCNVNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:55 -1000,87026401b743c575e375fb47d6cfca23014b2aa9,VPCNVNS@HI.M,1999-01-01
VPCANSPT@HI.A,46618,"""VPCANSPTNS@HI.Q"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:45:50 -1000,b7c10f13f1647ecb1341ad09653dd8334233f928,VPCANSPTNS@HI.Q,2003-01-01
VPCANSPT@HI.A,38201,"""VPCANSPTNS@HI.M"".ts.aggregate(:year, :sum)",11,1,0.0,2014-08-07 04:45:50 -1000,b7c10f13f1647ecb1341ad09653dd8334233f928,VPCANSPTNS@HI.M,2003-01-01
VPCANREL@HI.A,46617,"""VPCANRELNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:46 -1000,7c65f622cad4a457648346325af151b30455a6c2,VPCANRELNS@HI.Q,1999-01-01
VPCANREL@HI.A,38200,"""VPCANRELNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:47 -1000,7c65f622cad4a457648346325af151b30455a6c2,VPCANRELNS@HI.M,1999-01-01
VPCANGOV@HI.A,46616,"""VPCANGOVNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:43 -1000,606eee2729cb78ad1bb467292c7480c2ac7806f3,VPCANGOVNS@HI.Q,1999-01-01
VPCANGOV@HI.A,38199,"""VPCANGOVNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:43 -1000,606eee2729cb78ad1bb467292c7480c2ac7806f3,VPCANGOVNS@HI.M,1999-01-01
VPCANFUN@HI.A,46615,"""VPCANFUNNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:39 -1000,8c91c57da8023a61bd319ca4bd28cf098197bf4a,VPCANFUNNS@HI.Q,1999-01-01
VPCANFUN@HI.A,38198,"""VPCANFUNNS@HI.M"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:40 -1000,8c91c57da8023a61bd319ca4bd28cf098197bf4a,VPCANFUNNS@HI.M,1999-01-01
VPCANEDU@HI.A,46614,"""VPCANEDUNS@HI.Q"".ts.aggregate(:year, :sum)",15,1,0.0,2014-08-07 04:45:35 -1000,e9f0b6879e97217040530012fe1eeb17af42efc7,VPCANEDUNS@HI.Q,1999-01-01
