series_name,ds_id,ds_eval,current_data_points,dependencies_count,aremos_diffs,last_run,data_point_sha1,dependencies,first_date
YL_GVSL@HON.A,124752,"Series.load_from_download ""CA05N_HON@bea.gov"", { :file_type => ""csv"", :start_date => ""2001-01-01"", :row => ""header_range:col:3:2010:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",44,0,82222900.0,2014-07-23 05:27:17 -1000,ef1c1410230411397ea6809d87917299fdfa042e,"",1969-01-01
YL_GVSL@HI.Q,124749,"(""YL_GVSL@HI.Q"".tsn.load_from ""/Users/uhero/Documents/data/rawdata/History/inc_hist.xls"", ""HI_Q"")*1000",181,0,478438000.0,2014-07-23 05:27:13 -1000,fa49e271fe8f5fae0e823a43fdaa3db208ae23e6,"",1969-01-01
YL_GVSL@HI.Q,124750,"Series.load_from_download ""SQ5N@bea.gov"", { :file_type => ""csv"", :start_date => ""1998-01-01"", :row => ""header_range:col:3:2010:6:55"", :col => ""increment:5:1"", :frequency => ""Q"" }",181,0,478438000.0,2014-07-23 05:27:15 -1000,fa49e271fe8f5fae0e823a43fdaa3db208ae23e6,"",1969-01-01
YL_GVSL@HI.A,124747,"""YL_GVSL@HI.A"".tsn.load_from ""/Users/uhero/Documents/data/rawdata/History/inc_hist.xls"", ""HI""",56,0,119465000.0,2014-07-23 05:27:12 -1000,99b58ff7aa388d7c65ae7b98eb3df6ed86719694,"",1958-01-01
YL_GVSL@HI.A,124748,"Series.load_from_download ""SA05N_HI@bea.gov"", { :file_type => ""csv"", :start_date => ""1998-01-01"", :row => ""header_range:col:3:2010:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",56,0,119465000.0,2014-07-23 05:27:13 -1000,99b58ff7aa388d7c65ae7b98eb3df6ed86719694,"",1958-01-01
YL_GVSL@HAW.A,124745,"""YL_GVSL@HAW.A"".tsn.load_from ""/Users/uhero/Documents/data/rawdata/History/inc_hist.xls"", ""HAW""",44,0,13667700.0,2014-07-23 05:27:10 -1000,c597599565903290dae0257db822efd893301e57,"",1969-01-01
YL_GVSL@HAW.A,124746,"Series.load_from_download ""CA05N_HAW@bea.gov"", { :file_type => ""csv"", :start_date => ""2001-01-01"", :row => ""header_range:col:3:2010:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",44,0,13667700.0,2014-07-23 05:27:11 -1000,c597599565903290dae0257db822efd893301e57,"",1969-01-01
YL_FIR_R@NBI.A,124744,"""YL_FIR@NBI.A"".ts / ""CPI@HON.A"".ts * 100",44,2,5136800.0,2014-07-23 05:27:10 -1000,1c17af42cc9716fb7ff8b65c76f49372180e2162,"CPI@HON.A, YL_FIR@NBI.A",1969-01-01
YL_FIR_R@MAU.A,124743,"""YL_FIR@MAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,964306.0,2014-07-23 05:27:10 -1000,d1549a6369257d4e4f4c74010c769b9950c7128a,"CPI@HON.A, YL_FIR@MAU.A",2001-01-01
YL_FIR_R@KAU.A,124742,"""YL_FIR@KAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,119789.0,2014-07-23 05:27:10 -1000,947666a2f92385f0cf00988a85ddde6079826de2,"CPI@HON.A, YL_FIR@KAU.A",2001-01-01
YL_FIR_R@HON.A,124741,"""YL_FIR@HON.A"".ts / ""CPI@HON.A"".ts * 100",44,2,27315400.0,2014-07-23 05:27:10 -1000,1622a7a43431efed339a1773fa63bc7a48cb40fd,"CPI@HON.A, YL_FIR@HON.A",1969-01-01
YL_FIR_R@HI.Q,124740,"""YL_FIR@HI.Q"".ts / ""CPI@HON.Q"".ts * 100",64,2,63669300.0,2014-07-23 05:27:10 -1000,62b338500f567fbf03c301da7579099645cc61ab,"CPI@HON.Q, YL_FIR@HI.Q",1998-01-01
YL_FIR_R@HI.A,124739,"""YL_FIR@HI.A"".ts / ""CPI@HON.A"".ts * 100",50,2,34748200.0,2014-07-23 05:27:10 -1000,815dc6dbd9a7e887ab7d4127e96205851ed4a9a2,"CPI@HON.A, YL_FIR@HI.A",1964-01-01
YL_FIR_R@HAW.A,124738,"""YL_FIR@HAW.A"".ts / ""CPI@HON.A"".ts * 100",3,2,243895.0,2014-07-23 05:27:10 -1000,8f0583ac2c3c6acea99f1f6e3c035740f5d07828,"CPI@HON.A, YL_FIR@HAW.A",2010-01-01
YL_FIR@NBI.A,124737,"""YL_FIR@HI.A"".ts - ""YL_FIR@HON.A"".ts",44,2,8709190.0,2014-07-23 05:27:10 -1000,0df5b19bdd50bdb89e255f64532d67a82844e919,"YL_FIR@HI.A, YL_FIR@HON.A",1969-01-01
YL_FIR@MAU.A,124736,"""YLFI@MAU.A"".ts + ""YLRE@MAU.A"".ts",12,2,2053750.0,2014-07-23 05:27:10 -1000,c290514e4bffa33487c0fb166e1b717c96f4f3a8,"YLFI@MAU.A, YLRE@MAU.A",2001-01-01
YL_FIR@KAU.A,124735,"""YLFI@KAU.A"".ts + ""YLRE@KAU.A"".ts",12,2,290941.0,2014-07-23 05:27:10 -1000,1e01fc6ffd88d2ca01380fbdfa25e11852df8c04,"YLFI@KAU.A, YLRE@KAU.A",2001-01-01
YL_FIR@HON.A,124734,"""YLFI@HON.A"".ts + ""YLRE@HON.A"".ts",44,2,41675800.0,2014-07-23 05:27:10 -1000,9910643fa5ad6348e976813f5e34a7b4e39f938d,"YLFI@HON.A, YLRE@HON.A",1969-01-01
YL_FIR@HI.Q,124733,"""YLFI@HI.Q"".ts + ""YLRE@HI.Q"".ts",65,2,135996000.0,2014-07-23 05:27:10 -1000,3ea7feec34f22aae5b3142a28fc50e6ccf53656b,"YLFI@HI.Q, YLRE@HI.Q",1998-01-01
YL_FIR@HI.A,124732,"""YLFI@HI.A"".ts + ""YLRE@HI.A"".ts",56,2,53897400.0,2014-07-23 05:27:10 -1000,1d91ab984df932a0add7de3493fb6e0db8e06500,"YLFI@HI.A, YLRE@HI.A",1958-01-01
YL_FIR@HAW.A,124731,"""YLFI@HAW.A"".ts + ""YLRE@HAW.A"".ts",3,2,592107.0,2014-07-23 05:27:10 -1000,1b8a5f9584cd31be166366bbebfd2dcee602d633,"YLFI@HAW.A, YLRE@HAW.A",2010-01-01
YL_ELSE_R@NBI.A,124730,"""YL_ELSE@NBI.A"".ts / ""CPI@HON.A"".ts * 100",12,2,8360740.0,2014-07-23 05:27:10 -1000,815b60454acc3d64e0c3c0375eb003667bba2a4f,"CPI@HON.A, YL_ELSE@NBI.A",2001-01-01
YL_ELSE_R@MAU.A,124729,"""YL_ELSE@MAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,3827650.0,2014-07-23 05:27:09 -1000,3f8a4e7b4ea015e0acb5029f1387c82c55fef52b,"CPI@HON.A, YL_ELSE@MAU.A",2001-01-01
YL_ELSE_R@KAU.A,124728,"""YL_ELSE@KAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,103234.0,2014-07-23 05:27:09 -1000,45a3b2c9e7b753b65c3d723e54c3a456003f6481,"CPI@HON.A, YL_ELSE@KAU.A",2001-01-01
YL_ELSE_R@HON.A,124727,"""YL_ELSE@HON.A"".ts / ""CPI@HON.A"".ts * 100",12,2,33518000.0,2014-07-23 05:27:09 -1000,200e8103b0f9b37369f3c6ccf15056529e433583,"CPI@HON.A, YL_ELSE@HON.A",2001-01-01
YL_ELSE_R@HI.Q,124726,"""YL_ELSE@HI.Q"".ts / ""CPI@HON.Q"".ts * 100",64,2,216564000.0,2014-07-23 05:27:09 -1000,efc52ba879457cdaf8394ff0ca14a97f53c24a91,"CPI@HON.Q, YL_ELSE@HI.Q",1998-01-01
YL_ELSE_R@HI.A,124725,"""YL_ELSE@HI.A"".ts / ""CPI@HON.A"".ts * 100",16,2,54128800.0,2014-07-23 05:27:09 -1000,093ca771431ed5cba05cdb5dda856588ed599b9f,"CPI@HON.A, YL_ELSE@HI.A",1998-01-01
YL_ELSE_R@HAW.A,124724,"""YL_ELSE@HAW.A"".ts / ""CPI@HON.A"".ts * 100",1,2,192304.0,2014-07-23 05:27:09 -1000,071634637b945d19cf834b6ee94e7a615127112b,"CPI@HON.A, YL_ELSE@HAW.A",2001-01-01
YL_ELSE@NBI.A,124723,"""YL_ELSE@HI.A"".ts - ""YL_ELSE@HON.A"".ts",12,2,17831200.0,2014-07-23 05:27:09 -1000,55fb71d1d225902458dccbedafaeb2ed00309fcf,"YL_ELSE@HI.A, YL_ELSE@HON.A",2001-01-01
YL_ELSE@MAU.A,124722,"""YLIF@MAU.A"".ts + ""YLAE@MAU.A"".ts + ""YLPS@MAU.A"".ts + ""YLMA@MAU.A"".ts + ""YLAD@MAU.A"".ts + ""YLED@MAU.A"".ts + ""YLOS@MAU.A"".ts",12,7,8133070.0,2014-07-23 05:27:09 -1000,a417be46f85eb2ff58ae6a36a5be7717a6627d52,"YLAD@MAU.A, YLAE@MAU.A, YLED@MAU.A, YLIF@MAU.A, YLMA@MAU.A, YLOS@MAU.A, YLPS@MAU.A",2001-01-01
YL_ELSE@KAU.A,124721,"""YLIF@KAU.A"".ts + ""YLAE@KAU.A"".ts + ""YLPS@KAU.A"".ts + ""YLMA@KAU.A"".ts + ""YLAD@KAU.A"".ts + ""YLED@KAU.A"".ts + ""YLOS@KAU.A"".ts",12,7,184166.0,2014-07-23 05:27:09 -1000,4d410b5036fa30f7b17f81483496f93675319e4e,"YLAD@KAU.A, YLAE@KAU.A, YLED@KAU.A, YLIF@KAU.A, YLMA@KAU.A, YLOS@KAU.A, YLPS@KAU.A",2001-01-01
YL_ELSE@HON.A,124720,"""YLIF@HON.A"".ts + ""YLAE@HON.A"".ts + ""YLPS@HON.A"".ts + ""YLMA@HON.A"".ts + ""YLAD@HON.A"".ts + ""YLED@HON.A"".ts + ""YLOS@HON.A"".ts",12,7,71234500.0,2014-07-23 05:27:09 -1000,3a0b2ffbebdadc5b5e79d23c44badc86a77d163b,"YLAD@HON.A, YLAE@HON.A, YLED@HON.A, YLIF@HON.A, YLMA@HON.A, YLOS@HON.A, YLPS@HON.A",2001-01-01
YL_ELSE@HI.Q,124719,"""YLIF@HI.Q"".ts + ""YLAE@HI.Q"".ts + ""YLPS@HI.Q"".ts + ""YLMA@HI.Q"".ts + ""YLAD@HI.Q"".ts + ""YLED@HI.Q"".ts + ""YLOS@HI.Q"".ts",65,7,462596000.0,2014-07-23 05:27:09 -1000,f6730a842d16406c9079b4bac9b7408e7dca0bfc,"YLAD@HI.Q, YLAE@HI.Q, YLED@HI.Q, YLIF@HI.Q, YLMA@HI.Q, YLOS@HI.Q, YLPS@HI.Q",1998-01-01
YL_ELSE@HI.A,124718,"""YLIF@HI.A"".ts + ""YLAE@HI.A"".ts + ""YLPS@HI.A"".ts + ""YLMA@HI.A"".ts + ""YLAD@HI.A"".ts + ""YLED@HI.A"".ts + ""YLOS@HI.A"".ts",16,7,113252000.0,2014-07-23 05:27:09 -1000,21459a9000f1a6dcb6779572f25d56a5af584d68,"YLAD@HI.A, YLAE@HI.A, YLED@HI.A, YLIF@HI.A, YLMA@HI.A, YLOS@HI.A, YLPS@HI.A",1998-01-01
YL_ELSE@HAW.A,124717,"""YLIF@HAW.A"".ts + ""YLAE@HAW.A"".ts + ""YLPS@HAW.A"".ts + ""YLMA@HAW.A"".ts + ""YLAD@HAW.A"".ts + ""YLED@HAW.A"".ts + ""YLOS@HAW.A"".ts",1,7,343072.0,2014-07-23 05:27:09 -1000,554bccc953634e0140a5b7c29f06b6548ade6c11,"YLAD@HAW.A, YLAE@HAW.A, YLED@HAW.A, YLIF@HAW.A, YLMA@HAW.A, YLOS@HAW.A, YLPS@HAW.A",2001-01-01
YL_CTMI_RCY@HI.A,124716,"""YL_CTMI@HI.A"".ts / ""CPI_CY@HON.A"".ts * 100",50,2,,2014-07-23 05:27:09 -1000,8a6a98731a86505712bdb0463cc59981a4680f3d,"CPI_CY@HON.A, YL_CTMI@HI.A",1964-01-01
YL_CTMI_R@NBI.A,124715,"""YL_CTMI@NBI.A"".ts / ""CPI@HON.A"".ts * 100",44,2,10753900.0,2014-07-23 05:27:09 -1000,c264273f7760043c142a7db1575a9cafb58ca96b,"CPI@HON.A, YL_CTMI@NBI.A",1969-01-01
YL_CTMI_R@MAU.A,124714,"""YL_CTMI@MAU.A"".ts / ""CPI@HON.A"".ts * 100",0,2,,2014-07-23 05:27:09 -1000,da39a3ee5e6b4b0d3255bfef95601890afd80709,"CPI@HON.A, YL_CTMI@MAU.A",""
YL_CTMI_R@KAU.A,124713,"""YL_CTMI@KAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,,2014-07-23 05:27:09 -1000,dd688f52550dd3226ccdaa431dad83307178f556,"CPI@HON.A, YL_CTMI@KAU.A",2001-01-01
YL_CTMI_R@HON.A,124712,"""YL_CTMI@HON.A"".ts / ""CPI@HON.A"".ts * 100",44,2,35696100.0,2014-07-23 05:27:09 -1000,87b2bac13c26e570b5d7a65111bddb955b7c0fc8,"CPI@HON.A, YL_CTMI@HON.A",1969-01-01
YL_CTMI_R@HI.Q,124711,"""YL_CTMI@HI.Q"".ts / ""CPI@HON.Q"".ts * 100",200,2,201689000.0,2014-07-23 05:27:09 -1000,370731cdbc1c86064e7797ad3c7831d43fe6aa20,"CPI@HON.Q, YL_CTMI@HI.Q",1964-01-01
YL_CTMI_R@HI.A,124710,"""YL_CTMI@HI.A"".ts / ""CPI@HON.A"".ts * 100",50,2,50418200.0,2014-07-23 05:27:09 -1000,843a14c15c2214656436c90cffb899ad6a773ac1,"CPI@HON.A, YL_CTMI@HI.A",1964-01-01
YL_CTMI_R@HAW.A,124709,"""YL_CTMI@HAW.A"".ts / ""CPI@HON.A"".ts * 100",0,2,,2014-07-23 05:27:08 -1000,da39a3ee5e6b4b0d3255bfef95601890afd80709,"CPI@HON.A, YL_CTMI@HAW.A",""
YL_CTMI@NBI.A,124708,"""YL_CTMI@HI.A"".ts - ""YL_CTMI@HON.A"".ts",44,2,17346700.0,2014-07-23 05:27:08 -1000,134d989453f1299ff8aa0574c07ce83958ffa9c8,"YL_CTMI@HI.A, YL_CTMI@HON.A",1969-01-01
YL_CTMI@MAU.A,124707,"""YLCT@MAU.A"".ts + ""YLMI@MAU.A"".ts",0,2,,2014-07-23 05:27:08 -1000,da39a3ee5e6b4b0d3255bfef95601890afd80709,"YLCT@MAU.A, YLMI@MAU.A",""
YL_CTMI@KAU.A,124706,"""YLCT@KAU.A"".ts + ""YLMI@KAU.A"".ts",12,2,,2014-07-23 05:27:08 -1000,8de6b98c09bd2476e6a3d27eb3b2d2e7baa83eb6,"YLCT@KAU.A, YLMI@KAU.A",2001-01-01
YL_CTMI@HON.A,124705,"""YLCT@HON.A"".ts + ""YLMI@HON.A"".ts",44,2,51069400.0,2014-07-23 05:27:08 -1000,68cb50e2957a440b064eb47b756ff8755b8b205f,"YLCT@HON.A, YLMI@HON.A",1969-01-01
YL_CTMI@HI.Q,124704,"""YLCT@HI.Q"".ts + ""YLMI@HI.Q"".ts",225,2,297218000.0,2014-07-23 05:27:08 -1000,2faf472ecb5900d6d3718e525ba6755d3fa9ddc7,"YLCT@HI.Q, YLMI@HI.Q",1958-01-01
YL_CTMI@HI.A,124703,"""YLCT@HI.A"".ts + ""YLMI@HI.A"".ts",56,2,73422400.0,2014-07-23 05:27:08 -1000,cd958e3fdd23bb6a71d504cd4967fa8e982fc14b,"YLCT@HI.A, YLMI@HI.A",1958-01-01
YL_CTMI@HAW.A,124702,"""YLCT@HAW.A"".ts + ""YLMI@HAW.A"".ts",0,2,,2014-07-23 05:27:08 -1000,da39a3ee5e6b4b0d3255bfef95601890afd80709,"YLCT@HAW.A, YLMI@HAW.A",""
YLWT_R@NBI.A,124701,"""YLWT@NBI.A"".ts / ""CPI@HON.A"".ts * 100",12,2,1005650.0,2014-07-23 05:27:08 -1000,f2e88a061508c734564603b0325d9cc9c10d9d4f,"CPI@HON.A, YLWT@NBI.A",2001-01-01
YLWT_R@MAU.A,124700,"""YLWT@MAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,432818.0,2014-07-23 05:27:08 -1000,d6605f4a9f64e222891b6c267496ab42fa5f367e,"CPI@HON.A, YLWT@MAU.A",2001-01-01
YLWT_R@KAU.A,124699,"""YLWT@KAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,5000000000000000.0,2014-07-23 05:27:08 -1000,ecae421ba5ae2ad25ed4300986e69306fada3a8c,"CPI@HON.A, YLWT@KAU.A",2001-01-01
YLWT_R@HON.A,124698,"""YLWT@HON.A"".ts / ""CPI@HON.A"".ts * 100",12,2,4874710.0,2014-07-23 05:27:08 -1000,70dd4707d1f9b9b206714caa63e29c89523bc23c,"CPI@HON.A, YLWT@HON.A",2001-01-01
YLWT_R@HI.Q,124697,"""YLWT@HI.Q"".ts / ""CPI@HON.Q"".ts * 100",64,2,30583200.0,2014-07-23 05:27:08 -1000,929f033cc3614bdb354bf47dce829329be9b877e,"CPI@HON.Q, YLWT@HI.Q",1998-01-01
YLWT_R@HI.A,124696,"""YLWT@HI.A"".ts / ""CPI@HON.A"".ts * 100",16,2,7648090.0,2014-07-23 05:27:08 -1000,06f2739713d11602c2e8aa112441aa70c8c84b3b,"CPI@HON.A, YLWT@HI.A",1998-01-01
YLWT_R@HAW.A,124695,"""YLWT@HAW.A"".ts / ""CPI@HON.A"".ts * 100",2,2,73725.8,2014-07-23 05:27:08 -1000,c54761cdfe8f961dc61c040d1af19f8e26d59bd1,"CPI@HON.A, YLWT@HAW.A",2006-01-01
YLWT@NBI.A,124694,"""YLWT@HI.A"".ts - ""YLWT@HON.A"".ts",12,2,2142340.0,2014-07-23 05:27:08 -1000,9d5e7fd0fa29280e6556d98e7093f679c149d82b,"YLWT@HI.A, YLWT@HON.A",2001-01-01
YLWT@MAU.A,124693,"Series.load_from_download ""CA05N_MAU@bea.gov"", { :file_type => ""csv"", :start_date => ""2001-01-01"", :row => ""header_range:col:3:600:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",12,0,926143.0,2014-07-23 05:27:08 -1000,142d9e3739e20e859a65529d8e975351785f54ec,"",2001-01-01
YLWT@KAU.A,124692,"Series.load_from_download ""CA05N_KAU@bea.gov"", { :file_type => ""csv"", :start_date => ""2001-01-01"", :row => ""header_range:col:3:600:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",12,0,5000000000000000.0,2014-07-23 05:27:07 -1000,68a757d691e9b934ae57d392461833c151fdba78,"",2001-01-01
YLWT@HON.A,124691,"Series.load_from_download ""CA05N_HON@bea.gov"", { :file_type => ""csv"", :start_date => ""2001-01-01"", :row => ""header_range:col:3:600:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",12,0,10327000.0,2014-07-23 05:27:05 -1000,84b4d34d5d7e08cb007f9692e0019225014991ad,"",2001-01-01
YLWT@HI.Q,124690,"Series.load_from_download ""SQ5N@bea.gov"", { :file_type => ""csv"", :start_date => ""1998-01-01"", :row => ""header_range:col:3:600:6:55"", :col => ""increment:5:1"", :frequency => ""Q"" }",65,0,64947600.0,2014-07-23 05:27:04 -1000,2070001da4f410f0765f3a89d4c8b4ec89603c49,"",1998-01-01
YLWT@HI.A,124689,"Series.load_from_download ""SA05N_HI@bea.gov"", { :file_type => ""csv"", :start_date => ""1998-01-01"", :row => ""header_range:col:3:600:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",16,0,15932700.0,2014-07-23 05:27:02 -1000,450f5ffcf4908d85a88137bdd7f12cd44a2a338c,"",1998-01-01
YLWT@HAW.A,124688,"Series.load_from_download ""CA05N_HAW@bea.gov"", { :file_type => ""csv"", :start_date => ""2001-01-01"", :row => ""header_range:col:3:600:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",2,0,168346.0,2014-07-23 05:27:01 -1000,01cbb472602ccb557617315b004062ada6b12103,"",2006-01-01
YLUT_R@NBI.A,124687,"""YLUT@NBI.A"".ts / ""CPI@HON.A"".ts * 100",12,2,713726.0,2014-07-23 05:26:59 -1000,cf5430a902703e5e9667d686dc473e599b4f030e,"CPI@HON.A, YLUT@NBI.A",2001-01-01
YLUT_R@MAU.A,124686,"""YLUT@MAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,272435.0,2014-07-23 05:26:59 -1000,52a52ef2fef431c6a726201461318f8a8cc6ddd3,"CPI@HON.A, YLUT@MAU.A",2001-01-01
YLUT_R@KAU.A,124685,"""YLUT@KAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,111895.0,2014-07-23 05:26:59 -1000,b50778cc0d22800857b4aaa06c325d29b6f00e15,"CPI@HON.A, YLUT@KAU.A",2001-01-01
YLUT_R@HON.A,124684,"""YLUT@HON.A"".ts / ""CPI@HON.A"".ts * 100",12,2,1215110.0,2014-07-23 05:26:59 -1000,3f274d242e015a429963bdedd1e2b964e60d7271,"CPI@HON.A, YLUT@HON.A",2001-01-01
YLUT_R@HI.Q,124683,"""YLUT@HI.Q"".ts / ""CPI@HON.Q"".ts * 100",64,2,10022900.0,2014-07-23 05:26:59 -1000,7cd6da902a073d1a41dc08c8c0a2412fd0ee4253,"CPI@HON.Q, YLUT@HI.Q",1998-01-01
YLUT_R@HI.A,124682,"""YLUT@HI.A"".ts / ""CPI@HON.A"".ts * 100",16,2,2505720.0,2014-07-23 05:26:59 -1000,6bec4079861ed147d38d06479586af640c56be4b,"CPI@HON.A, YLUT@HI.A",1998-01-01
YLUT_R@HAW.A,124681,"""YLUT@HAW.A"".ts / ""CPI@HON.A"".ts * 100",10,2,254997.0,2014-07-23 05:26:59 -1000,da988928af587189b4ad1984864c55f89186e7d2,"CPI@HON.A, YLUT@HAW.A",2002-01-01
YLUT@NBI.A,124680,"""YLUT@HI.A"".ts - ""YLUT@HON.A"".ts",12,2,1537680.0,2014-07-23 05:26:59 -1000,9519be6662b5758bcadcded6a3ac25b057e19da8,"YLUT@HI.A, YLUT@HON.A",2001-01-01
YLUT@MAU.A,124679,"Series.load_from_download ""CA05N_MAU@bea.gov"", { :file_type => ""csv"", :start_date => ""2001-01-01"", :row => ""header_range:col:3:300:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",12,0,586179.0,2014-07-23 05:26:59 -1000,48089221052e24dd7a5e986f9adb0c45e43d66bf,"",2001-01-01
YLUT@KAU.A,124678,"Series.load_from_download ""CA05N_KAU@bea.gov"", { :file_type => ""csv"", :start_date => ""2001-01-01"", :row => ""header_range:col:3:300:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",12,0,240379.0,2014-07-23 05:26:58 -1000,3ce6fe234abc332a5bdcf98ef5a62024d53c0df6,"",2001-01-01
YLUT@HON.A,124677,"Series.load_from_download ""CA05N_HON@bea.gov"", { :file_type => ""csv"", :start_date => ""2001-01-01"", :row => ""header_range:col:3:300:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",12,0,2615100.0,2014-07-23 05:26:56 -1000,2b8420b6bf5f5d9267b423b481d2d47ecb4a8a13,"",2001-01-01
YLUT@HI.Q,124676,"Series.load_from_download ""SQ5N@bea.gov"", { :file_type => ""csv"", :start_date => ""1998-01-01"", :row => ""header_range:col:3:300:6:55"", :col => ""increment:5:1"", :frequency => ""Q"" }",65,0,21888200.0,2014-07-23 05:26:55 -1000,8bf0cdb1cb9bfc4a1dfc180a135e8d8706c3912a,"",1998-01-01
YLUT@HI.A,124675,"Series.load_from_download ""SA05N_HI@bea.gov"", { :file_type => ""csv"", :start_date => ""1998-01-01"", :row => ""header_range:col:3:300:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",16,0,5330170.0,2014-07-23 05:26:53 -1000,3fdd7e0f13473d5ef7b47f6e833ae1a764d820cc,"",1998-01-01
YLUT@HAW.A,124674,"Series.load_from_download ""CA05N_HAW@bea.gov"", { :file_type => ""csv"", :start_date => ""2001-01-01"", :row => ""header_range:col:3:300:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",10,0,546509.0,2014-07-23 05:26:52 -1000,f1e737488ab1de4b33d6fe4f913e7ddb2fdbb5f5,"",2002-01-01
YLTW_R@NBI.A,124673,"""YLTW@NBI.A"".ts / ""CPI@HON.A"".ts * 100",12,2,1611420.0,2014-07-23 05:26:50 -1000,9abf29704a2159a4010aba0845063707560defa1,"CPI@HON.A, YLTW@NBI.A",2001-01-01
YLTW_R@MAU.A,124672,"""YLTW@MAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,737658.0,2014-07-23 05:26:50 -1000,d0c5fd35f55e63bcb9c609b5a19534aeb90c8816,"CPI@HON.A, YLTW@MAU.A",2001-01-01
YLTW_R@KAU.A,124671,"""YLTW@KAU.A"".ts / ""CPI@HON.A"".ts * 100",12,2,,2014-07-23 05:26:50 -1000,0341e9f9865f5c9927aa774b9781549a484341b7,"CPI@HON.A, YLTW@KAU.A",2001-01-01
YLTW_R@HON.A,124670,"""YLTW@HON.A"".ts / ""CPI@HON.A"".ts * 100",12,2,6527470.0,2014-07-23 05:26:50 -1000,0341e9f9865f5c9927aa774b9781549a484341b7,"CPI@HON.A, YLTW@HON.A",2001-01-01
YLTW_R@HI.Q,124669,"""YLTW@HI.Q"".ts / ""CPI@HON.Q"".ts * 100",64,2,43474300.0,2014-07-23 05:26:50 -1000,dde5f737cde2a3b0c325c451c7764182cdfab568,"CPI@HON.Q, YLTW@HI.Q",1998-01-01
YLTW_R@HI.A,124668,"""YLTW@HI.A"".ts / ""CPI@HON.A"".ts * 100",16,2,10864700.0,2014-07-23 05:26:50 -1000,3ce70b18cc68419d647dde7c1cf04aae5e7585a1,"CPI@HON.A, YLTW@HI.A",1998-01-01
YLTW_R@HAW.A,124667,"""YLTW@HAW.A"".ts / ""CPI@HON.A"".ts * 100",0,2,,2014-07-23 05:26:50 -1000,da39a3ee5e6b4b0d3255bfef95601890afd80709,"CPI@HON.A, YLTW@HAW.A",""
YLTWWH_R@HI.A,124666,"""YLTWWH@HI.A"".ts / ""CPI@HON.A"".ts * 100",15,2,202081.0,2014-07-23 05:26:50 -1000,c34ea0bd00031dc87fbc8780904aed9bcd031dfd,"CPI@HON.A, YLTWWH@HI.A",1998-01-01
YLTWWH@HI.A,124665,"Series.load_from_download ""SA05N_HI@bea.gov"", { :file_type => ""csv"", :start_date => ""1998-01-01"", :row => ""header_range:col:3:811:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",15,0,418738.0,2014-07-23 05:26:50 -1000,71217af3116bfef67b4ebd6993e5fb7532b00a8d,"",1998-01-01
YLTWTW_R@HI.A,124664,"""YLTWTW@HI.A"".ts / ""CPI@HON.A"".ts * 100",15,2,922893.0,2014-07-23 05:26:49 -1000,a2d6e4329cdf4583f484ec07e4055ceb63f4f494,"CPI@HON.A, YLTWTW@HI.A",1998-01-01
YLTWTW@HI.A,124663,"Series.load_from_download ""SA05N_HI@bea.gov"", { :file_type => ""csv"", :start_date => ""1998-01-01"", :row => ""header_range:col:3:803:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",15,0,1941970.0,2014-07-23 05:26:49 -1000,18c37693938136d2e7c5013d59ef58acb2e1aed0,"",1998-01-01
YLTWTT_R@HI.A,124662,"""YLTWTT@HI.A"".ts / ""CPI@HON.A"".ts * 100",15,2,1148680.0,2014-07-23 05:26:47 -1000,ab35e722a2449abb01c334482a4ad08e1253c0cd,"CPI@HON.A, YLTWTT@HI.A",1998-01-01
YLTWTT@HI.A,124661,"Series.load_from_download ""SA05N_HI@bea.gov"", { :file_type => ""csv"", :start_date => ""1998-01-01"", :row => ""header_range:col:3:804:6:142"", :col => ""increment:5:1"", :frequency => ""A"" }",15,0,2353820.0,2014-07-23 05:26:47 -1000,5e53088eb00abd09e6f9997e212d699fec417b11,"",1998-01-01
